Sample ID,Source,Country,Lat,Long,Date,Note,Basin,Type,Class,Geothermal Field,Unit (milligram),Depth (m),Temperature,Density,pH,Alkalinity,(H)CO3,F_mg,Cl_mg,Br_mg,I_mg,SO4_mg,NO3_mg,PO4_mg,B_mg,Si_mg,As_mg,NH4_mg,Na_mg,K_mg,Li_mg,Ca_mg,Mg_mg,Al_mg,Fe_mg,Mn_mg,Zn_mg,Sr_mg,Ba_mg,Rb_mg,Cs_mg,TDS,d18O,d2H,d11B,d13C,87Sr/86Sr,d7Li,d18O (SO4),d34S (SO4),,Unit (mol),Alkalinity,Cl,Br,SO4,B,Si,Na,K,Li,Ca,Mg,NH4,% error,Na/Cl,Mg/Li
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,8/18/2013,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.78,10.2,621,,191972,4.18,,7806,6,,401,5.1,1.025,,103973,12302,318,694,5085,,,,0.21,37,,,,323226,,,,,,,,,,mmol/L,10.2,5415.29,0.05,81.26,37.09,0.18,4522.73,314.71,45.81,17.32,209.22,,-2.3,0.84,16
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,9/6/2013,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.9,10.7,654,,195175,14.8,,10784,6,,377,,1.275,,134417,14129,592,624,6287,,,,0.07,20,,,,363081,,,,,,,,,,mmol/L,10.7,5505.64,0.19,112.26,34.87,0,5847.01,361.45,85.29,15.57,258.67,,8.8,1.06,10.6
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,10/18/2013,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.01,11,669,,191200,1.8,,11459,6,,434,17.8,1,,117564,13907,683,611,6466,,,,0.68,19,,,,343039,,,,,,,,,,mmol/L,11,5393.51,0.02,119.29,40.14,0.63,5113.92,355.77,98.4,15.25,266.04,,4.1,0.95,9.5
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,11/20/2013,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.85,14.7,898,,191284,23.2,,11080,4,,535,10.8,0.5,,128771,14608,519,522,7205,,,,,30,,,,355490,,,,,,,,,,mmol/L,14.7,5395.88,0.29,115.34,49.49,0.38,5601.42,373.7,74.77,13.02,296.44,,8.3,1.04,13.9
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,12/11/2013,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.97,13.7,835,,187115,17.6,,12052,4,,521,,2.85,,120813,16510,850,440,8020,,,,1.11,26,,,,347208,,,,,,,,,,mmol/L,13.7,5278.28,0.22,125.46,48.19,0,5255.25,422.36,122.46,10.98,329.97,,7.8,1,9.4
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,1/17/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.83,13.1,799,,189130,1.29,,11953,9,,533,17.3,3.05,,122736,12552,613,586,9055,,,,0.15,52,,,,348040,,,,,,,,,,mmol/L,13.1,5335.12,0.02,124.43,49.3,0.62,5338.9,321.11,88.32,14.62,372.56,,7.6,1,14.8
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,2/14/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.12,12.8,783,,188027,,,10504,4,,622,,2.7,,120014,17106,595,483,8616,,,,,7.7,,,,346764,,,,,,,,,,mmol/L,12.8,5304.01,0,109.35,57.53,0,5220.5,437.61,85.72,12.05,354.49,,7.8,0.98,14.5
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,3/25/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.06,11.6,708,0.18,195000,48,,12937,4,,614,0.2,2.05,,94500,13469,850,715,4275,,,,0.018,5.8,0.021,,,323128,,,,,,,,,,mmol/L,11.6,5500.71,0.6,134.68,56.79,0.01,4110.66,344.56,122.46,17.84,175.89,,-7.6,0.75,5
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,4/20/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.46,12.6,769,,210747,23,,12686,4,,511,0.4,1.982,,93080,17494,759.2,477,9454,,,,0.006,5.4,0.017,,,346012,,,,,,,,,,mmol/L,12.6,5944.91,0.29,132.06,47.27,0.01,4048.89,447.53,109.38,11.9,388.97,,-7,0.68,12.5
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,5/15/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.93,10.4,634,0.07,198437,33,,12850,4,,597,,,,90600,15600,1180,464,8200,,,,,9.5,,,,328609,,,,,,,,,,mmol/L,10.4,5597.66,0.41,133.77,55.22,0,3941.02,399.08,170,11.58,337.38,,-6,0.7,6.9
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,6/12/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.91,10.4,633,,188097,23,,10160,5,,288,,,,103000,14300,1050,538,7110,,,,,13.1,,,,325217,,,,,,,,,,mmol/L,10.4,5305.98,0.29,105.77,26.64,0,4480.4,365.82,151.28,13.42,292.53,,0.7,0.84,6.8
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,7/16/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.78,11.7,714,0.03,205972,1.8,,12681,5,,2.82,,,,98600,15400,1240,432,7950,,,,,8.8,,,,343007,,,,,,,,,,mmol/L,11.7,5810.21,0.02,132.01,0.26,0,4289.01,393.96,178.65,10.78,327.09,,-4.7,0.74,6.4
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,12/2/2014,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.82,8.4,513,0.3,186201,19,,11021,5,,228.3,,,,89104,12100,934,496,6310,,,,,12.2,,,,306944,,,,,,,,,,mmol/L,8.4,5252.5,0.24,114.73,21.12,0,3875.94,309.54,134.56,12.38,259.62,,-6.1,0.74,6.8
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,1/11/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.06,10.5,642,0.05,179817,37.5,,16250,4,,489.3,,,,91080,14700,1140,538,7390,,,,,13,,,,312101,,,,,,,,,,mmol/L,10.5,5072.41,0.47,169.17,45.26,0,3961.89,376.06,164.24,13.42,304.05,,-2.7,0.78,6.5
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,2/13/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.88,11.2,681,0.07,179800,6,,14200,6,,582,,,,86500,13400,922,470,7310,,,,,10.9,,,,303888,,,,,,,,,,mmol/L,11.2,5071.93,0.08,147.82,53.83,0,3762.67,342.8,132.83,11.73,300.76,,-5,0.74,7.9
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,3/3/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.21,11.7,715,0.36,192580,25.4,,13120,4,,745,,,,102000,13100,992,529,6600,,,,,12.9,,,,330424,,,,,,,,,,mmol/L,11.7,5432.44,0.32,136.58,68.91,0,4436.9,335.12,142.92,13.2,271.55,,-2.1,0.82,6.7
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,4/11/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.01,12.6,766,,205578,94.6,,10489,74,,588.4,2.7,1.573,,95890,16516,1382,657,7504,,,,,12.8,0.154,,,339556,,,,,,,,,,mmol/L,12.6,5799.1,1.18,109.19,54.43,0.09,4171.13,422.51,199.11,16.39,308.74,,-5.1,0.72,5.4
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,5/7/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.08,13.8,842,,173450,,,10700,24,,569,,1.568,,91231,12883,1266,610,6662,,,,,10.9,,,,298249,,,,,,,,,,mmol/L,13.8,4892.81,0,111.39,52.63,0,3968.46,329.57,182.39,15.22,274.1,,-0.7,0.81,5.3
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,6/10/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7,13.8,841,11.5,163088,132.5,,14140,84,,648,,17700,,86691,12560,948.8,614,8470,,,,0.215,13.7,0.046,,,305943,,,,,,,,,,mmol/L,13.8,4600.51,1.66,147.2,59.94,0,3770.98,321.31,136.7,15.32,348.49,,0.5,0.82,8.9
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,7/10/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.38,11.7,715,3.07,175712,,,12287,0,,538.4,0.7,4.5,,77234,13712,1025,748,7931,,,,0.207,13.3,0.036,,,289924,,,,,,,,,,mmol/L,11.7,4956.61,0,127.91,49.8,0.03,3359.61,350.78,147.67,18.66,326.31,,-6.9,0.68,7.7
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,8/10/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.99,10.8,658,,161916,,,13888,46,,846.9,,2.994,,90688,14858,1502,530,7718,,,,,9.9,,,,292664,,,,,,,,,,mmol/L,10.8,4567.45,0,144.58,78.34,0,3944.84,380.1,216.4,13.22,317.55,,3.3,0.86,5.1
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,9/3/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.94,12,735,79,171380,80,,11375,23,,450,,2.69,,73200,14000,961,413,7850,,,,0.25,8.6,0.023,,,280558,,,,,,,,,,mmol/L,12,4834.41,1,118.42,41.62,0,3184.13,358.15,138.45,10.3,322.98,,-7.8,0.66,8.2
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,10/11/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.83,10.7,651,,167928,,,9978,8,,602.9,,3.248,,82751,14733,1257,562,8271,,,,,11.8,0.037,,,286757,,,,,,,,,,mmol/L,10.7,4737.04,0,103.87,55.77,0,3599.59,376.9,181.1,14.02,340.3,,-0.9,0.76,6.6
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,11/7/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.88,12.1,737,,208189,,,18219,4,,487.3,,3.459,,95569,15561,1338,331,8310,,,,,5.9,,,,348755,,,,,,,,,,mmol/L,12.1,5872.75,0,189.66,45.07,0,4157.16,398.08,192.77,8.26,341.9,,-7,0.71,6.2
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,12/3/2015,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.93,12,734,,200094,,,12542,3,,825.6,,2.931,,94196,14911,1705,549,7206,,,,,12,0.087,,,332781,,,,,,,,,,mmol/L,12,5644.4,0,130.56,76.37,0,4097.44,381.45,245.64,13.7,296.48,,-5.1,0.73,4.2
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,1/20/2016,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.81,12.1,740,,201209,,,13984,4,,586.6,,3.023,,91776,15652,1430,581,7298,,,,,10.2,,,,333274,,,,,,,,,,mmol/L,12.1,5675.85,0,145.58,54.26,0,3992.17,400.41,206.02,14.5,300.27,,-6.7,0.7,5.1
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,2/10/2016,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,6.74,10.9,665,,218188,,,15706,4,,577.6,51.1,3.528,,98448,16554,1381,593,8597,,,,,13.1,,,,360781,,,,,,,,,,mmol/L,10.9,6154.81,0,163.5,53.43,1.82,4282.4,423.48,198.96,14.8,353.71,,-7,0.7,6.2
202,"Munk et al., 2021",Chile,-23.6526,-68.2852,3/11/2016,,Salar de Atacama,Marginal Brine,Inflow,,mg/L,,,,7.02,10.4,637,,194752,,,9635,4,,575.3,51,2.284,,85106,15600,1107,516,7602,,,,,8,,,,315596,,,,,,,,,,mmol/L,10.4,5493.71,0,100.3,53.21,1.82,3702.03,399.08,159.49,12.87,312.78,,-7.5,0.67,6.9
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,10/25/2013,,Salar de Atacama,Underground,Inflow,,mg/L,,,,7.35,7.6,461,,54152,19.3,,3663,4,,166,,0.041,,17470,16002,447,276,6417,,,,0.03,3.7,,,,99081,,,,,,,,,,mmol/L,7.6,1527.56,0.24,38.13,15.35,0,759.93,409.36,64.4,6.89,264.02,,4.8,0.5,14.4
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,11/29/2013,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.54,8,491,,157079,24.2,,13039,6,,396,2.3,0.155,,101699,15190,859,382,4620,,,,0.33,3.3,,,,293791,,,,,,,,,,mmol/L,8,4431,0.3,135.74,36.63,0.08,4423.81,388.59,123.76,9.53,190.08,,6.2,1,5.4
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,5/21/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,2,124,,167557,,,13499,2,,541.1,,,,78900,10591,808,318,4831,,,,,2.8,,,,277174,,,,,,,,,,mmol/L,2,4726.57,0,140.53,50.05,0,3432.08,270.94,116.41,7.93,198.77,,-8.4,0.73,6
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,7/30/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,4.9,297,,186919,,,8136,1,,777.5,,,,80746,15057,1140,376,8110,,,,,3.5,,,,301563,,,,,,,,,,mmol/L,4.9,5272.75,0,84.7,71.92,0,3512.38,385.19,164.24,9.38,333.68,,-6.9,0.67,7.1
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,10/24/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,3.8,231,,181008,,,19499,1,,469.9,,,,82592,16630,805.1,350,8595,,,,,4.5,,,,310186,,,,,,,,,,mmol/L,3.8,5106.01,0,202.99,43.46,0,3592.67,425.43,115.99,8.73,353.63,,-6.3,0.7,10.7
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,12/17/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,5.9,361,,161123,,,19387,1,,485.4,,,,89001,8956,694.6,365,7992,,,,,2.8,,,,288369,,,,,,,,,,mmol/L,5.9,4545.08,0,201.82,44.9,0,3871.46,229.11,100.07,9.11,328.82,,-0.8,0.85,11.5
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,2/10/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.31,7.4,453,,172398,,,17874,15,,239,,,,84240,17150,1309,357,7635,,,,,1.2,,,,301671,,,,,,,,,,mmol/L,7.4,4863.13,0,186.07,22.11,0,3664.36,438.73,188.59,8.91,314.13,,-3,0.75,5.8
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,5/24/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,7.4,450,,185026,,,18597,2,,650,,,,90730,18410,1362,374,7531,,,,,4.8,,,,323137,,,,,,,,,,mmol/L,7.4,5219.35,0,193.6,60.12,0,3946.67,470.96,196.23,9.33,309.85,,-3.3,0.76,5.5
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,8/21/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,6.7,406,,185706,,,20686,0,,238,,,,99500,19804,1474,520,9926,,,,,1.1,,,,338261,,,,,,,,,,mmol/L,6.7,5238.53,0,215.34,22.01,0,4328.16,506.63,212.36,12.97,408.39,,1.9,0.83,6.7
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,11/17/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,6.2,377,,154499,,,16808,0,,677,,,,89800,17000,1347,503,9005,,,,,1.2,,,,290017,,,,,,,,,,mmol/L,6.2,4358.22,0,174.97,62.62,0,3906.22,434.89,194.06,12.55,370.5,,5.9,0.9,6.7
198,"Munk et al., 2021",Chile,-23.7493,-68.2845,11/17/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,6.2,377,,154499,,,16808,0,,677,,,,89800,17000,1347,503,9005,,,,,1.2,,,,290017,,,,,,,,,,mmol/L,6.2,4358.22,0,174.97,62.62,0,3906.22,434.89,194.06,12.55,370.5,,5.9,0.9,6.7
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,11/30/2013,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.59,7.4,449,,131413,24.6,,13286,5,,516,5.6,0.47,,79523,13107,737,665,6390,,,,0.27,11,,,,246133,,,,,,,,,,mmol/L,7.4,3707,0.31,138.31,47.73,0.2,3459.18,335.3,106.18,16.59,262.91,,5.5,0.93,8.7
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,12/17/2013,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.75,7.4,450,,175928,21.4,,15377,6,,751,7.9,0.355,,71411,18254,1272,404,10822,,,,0.4,8.5,,,,294714,,,,,,,,,,mmol/L,7.4,4962.71,0.27,160.08,69.47,0.28,3106.31,466.97,183.26,10.08,445.26,,-6.3,0.63,8.5
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,1/14/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.25,7.7,468,,172454,37.6,,16085,6,,630,22,1.325,,95177,1630,699,366,9025,,,,0.27,4.2,,,,296605,,,,,,,,,,mmol/L,7.7,4864.71,0.47,167.45,58.27,0.78,4140.11,41.7,100.71,9.13,371.32,,-1.6,0.85,12.9
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,2/19/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.45,7.3,447,,180511,,,16983,5,,526,5.1,1.3,,96488,17475,594,403,9412,,,,0.39,4.9,,,,322856,,,,,,,,,,mmol/L,7.3,5091.99,0,176.8,48.65,0.18,4197.14,447.05,85.58,10.06,387.25,,0.7,0.82,15.8
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,3/18/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.23,6.6,403,,176866,38,,8335,5,,57.3,4.8,1.222,,88210,16625,728.1,450,4547,,,,0.051,1.5,,,,296272,,,,,,,,,,mmol/L,6.6,4989.17,0.48,86.77,5.3,0.17,3837.05,425.3,104.9,11.23,187.08,,-4.1,0.77,6.2
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,6/14/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.49,7.1,436,,112348,4,,10646,5,,541,7.2,,,57100,11300,846,401,5020,,,,,2.8,,,,198657,,,,,,,,,,mmol/L,7.1,3169.2,0.05,110.83,50.04,0.26,2483.8,289.08,121.88,10.01,206.54,,-1,0.78,5.9
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,7/16/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.61,6.7,406,0.03,96580,7,,8915,15,,435,8.5,,,42000,8690,679,420,4170,,,,,2.1,,,,162328,,,,,,,,,,mmol/L,6.7,2724.4,0.09,92.81,40.24,0.3,1826.96,222.31,97.82,10.48,171.57,,-7.5,0.67,6.1
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,9/8/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.2,7.1,431,0.03,184783,25.5,,16203,8,,702.6,2.7,,,81900,18100,1410,360,7810,,,,,3,,,,311739,,,,,,,,,,mmol/L,7.1,5212.5,0.32,168.68,64.99,0.1,3562.57,463.03,203.14,8.98,321.33,,-6.4,0.68,5.5
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,10/13/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.25,6.7,410,0.12,198805,35.5,,4412,8,,739,2.8,,,82116,18175,1290,361,7601,,,,,2.7,,,,313958,,,,,,,,,,mmol/L,6.7,5608.04,0.44,45.93,68.36,0.1,3571.97,464.95,185.85,9.01,312.73,,-8,0.64,5.9
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,11/12/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.27,7.4,454,0.09,136687,43.5,,16283,17,,731,5.7,,,63200,13200,1120,364,6380,,,,,2.3,,,,238488,,,,,,,,,,mmol/L,7.4,3855.77,0.54,169.51,67.62,0.2,2749.14,337.68,161.36,9.08,262.5,,-5.1,0.71,5.7
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,12/6/2014,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.87,5.4,332,0.25,110020,42.5,,8112,11,,545.8,30.2,,,52800,10800,858,431,4910,,,,,2.4,,,,188895,,,,,,,,,,mmol/L,5.4,3103.53,0.53,84.45,50.49,1.07,2296.75,276.29,123.61,10.75,202.02,,-2.4,0.74,5.7
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,1/13/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.63,6.7,411,0.07,133864,51,,12512,9,,604.6,5.1,,,65200,13200,1050,506,6250,,,,,2.5,,,,233665,,,,,,,,,,mmol/L,6.7,3776.14,0.64,130.25,55.92,0.18,2836.14,337.68,151.28,12.63,257.15,,-2.3,0.75,6
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,2/18/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.54,7,426,0.19,110385,9.5,,10129,5,,419,15.1,,,48400,8800,669,428,4180,,,,,2.1,,,,183868,,,,,,,,,,mmol/L,7,3113.82,0.12,105.44,38.76,0.54,2105.35,225.12,96.38,10.68,171.98,,-8.8,0.68,6.2
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,3/11/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.68,7.6,464,0.12,115308,47,,10500,9,,344.7,8.3,,,58952,12202,619,344,5530,,,,,1.9,,,,204330,,,,,,,,,,mmol/L,7.6,3252.69,0.59,109.31,31.88,0.3,2564.36,312.15,89.18,8.58,227.53,,-0.6,0.79,8.9
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,4/11/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.52,7.1,433,,88644,69.1,,10009,23,,419.7,10.8,0.489,,47502,9147,855.5,467,4524,,,,,2.5,0.131,,,162107,,,,,,,,,,mmol/L,7.1,2500.54,0.86,104.2,38.82,0.38,2066.29,234,123.25,11.65,186.13,,1.8,0.83,5.3
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,5/9/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.8,8.7,529,,90090,,,8970,2,,529.8,12.3,1.196,,45811,8953,974.7,439,4323,,,,,2.3,0.217,,,160638,,,,,,,,,,mmol/L,8.7,2541.33,0,93.38,49.01,0.44,1992.74,229.04,140.43,10.95,177.86,,0.1,0.78,4.4
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,6/10/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.69,7.9,480,12.5,85773,,,12471,35,,447.3,11.9,,,42439,31,649.1,449,4948,,,,,2.3,,,,147749,,,,,,,,,,mmol/L,7.9,2419.55,0,129.83,41.37,0.42,1846.06,0.79,93.52,11.2,203.58,,-6.3,0.76,7.6
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,7/14/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,7.3,6.9,421,,96773,,,10504,0,,446.5,12,1.76,,41034,9849,820.6,471,5800,,,,0.079,2.3,0.022,,,166135,,,,,,,,,,mmol/L,6.9,2729.84,0,109.35,41.3,0.43,1784.94,251.96,118.23,11.75,238.63,,-5.3,0.65,7.1
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,8/12/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.49,6.6,400,3,121060,,,17036,0,,954.2,,1.488,,69455,14236,1510,528,6691,,,,,2,,,,231877,,,,,,,,,,mmol/L,6.6,3414.95,0,177.35,88.26,0,3021.23,364.19,217.55,13.17,275.29,,5.1,0.88,4.4
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,9/10/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.13,7.1,434,,149493,,,14754,39,,762,2.4,1.94,,77100,15200,1440,360,7390,,,,,2.5,,,,266979,,,,,,,,,,mmol/L,7.1,4217.01,0,153.59,70.48,0.09,3353.78,388.85,207.46,8.98,304.05,,0.5,0.8,5.1
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,10/6/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.29,6.9,419,,156893,,,21278,4,,714.1,40.3,1.224,,72043,15164,1313,491,7078,,,,0.478,3.7,0.315,,,275443,,,,,,,,,,mmol/L,6.9,4425.75,0,221.51,66.05,1.43,3133.8,387.93,189.17,12.25,291.22,,-6.1,0.71,5.4
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,11/10/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.37,7,430,,156696,,,12518,4,,531.1,,1.693,,72775,14378,1303,291,6975,,,,,0,,,,265903,,,,,,,,,,mmol/L,7,4420.2,0,130.31,49.13,0,3165.64,367.82,187.73,7.26,286.98,,-4.2,0.72,5.4
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,12/7/2015,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.42,6.7,407,,149828,,,11104,3,,393.7,,1.554,,70037,13443,1194,519,6436,,,,,2.7,,,,253369,,,,,,,,,,mmol/L,6.7,4226.46,0,115.59,36.42,0,3046.54,343.9,172.02,12.95,264.8,,-4,0.72,5.4
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,1/20/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.68,6.9,423,,126216,,,15454,5,,569.1,,1.421,,64376,13630,1238,528,6250,,,,,2.9,0.063,,,228693,,,,,,,,,,mmol/L,6.9,3560.39,0,160.88,52.64,0,2800.3,348.68,178.36,13.17,257.15,,-0.3,0.79,5
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,3/9/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,6.44,6.3,385,,151690,,,15344,4,,863.7,,1.511,,75593,15789,1456,452,7367,,,,,2.5,,,,268948,,,,,,,,,,mmol/L,6.3,4278.98,0,159.73,79.89,0,3288.22,403.91,209.77,11.28,303.11,,-0.8,0.77,5.1
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,5/21/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,5.9,358,,180182,,,18004,1,,671.1,,,,78302,15519,1207,489,8155,,,,,1.5,,,,302890,,,,,,,,,,mmol/L,5.9,5082.71,0,187.42,62.08,0,3406.06,397.01,173.89,12.2,335.53,,-7.8,0.67,6.8
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,10/24/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,4.3,261,,152634,,,14759,6,,442.3,,,,70818,14613,768.5,448,6898,,,,,2.5,,,,261650,,,,,,,,,,mmol/L,4.3,4305.61,0,153.64,40.91,0,3080.52,373.83,110.72,11.18,283.81,,-5.3,0.72,9
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,12/17/2016,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,5.4,331,,139769,,,15956,4,,434.2,,,,91462,7501,628,451,6713,,,,,1.7,,,,263251,,,,,,,,,,mmol/L,5.4,3942.71,0,166.1,40.16,0,3978.51,191.89,90.48,11.25,276.2,,6.1,1.01,10.7
199,"Munk et al., 2021",Chile,-23.7545,-68.2807,2/10/2017,,Salar de Atacama,Underground,Inflow,,mg/L,,,,,7.9,482,,32176,,,3459,22,,94.3,,,,16500,2586,190,196,922,,,,,1.4,,,,56629,,,,,,,,,,mmol/L,7.9,907.64,0,36.01,8.72,0,717.73,66.16,27.37,4.89,37.93,,-4.8,0.79,4.9
